migration_batch,asset_type,source_file_path,proposed_storage_bucket,proposed_storage_path,referenced_by,file_exists,sha256,file_size,normalized_file_name,asset_owner,source_confidence_reason,migration_action,migration_notes
physical_folder_scan,report,uploads/reports/demo/paramount-index-march-2025-banking-sector-drives-ytd-outperformance.pdf,research_vault,reports/unknown/paramount-index-march-2025-banking-sector-drives-ytd-outperformance.pdf,paramount-index-march-2025-banking-sector-drives-ytd-outperformance,False,,0,paramount-index-march-2025-banking-sector-drives-ytd-outperformance.pdf,paramount-index-march-2025-banking-sector-drives-ytd-outperformance,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigeria-equity-strategy-h1-2025-selective-accumulation-in-a-rate-cut-cycle.pdf,research_vault,reports/unknown/nigeria-equity-strategy-h1-2025-selective-accumulation-in-a-rate-cut-cycle.pdf,nigeria-equity-strategy-h1-2025-selective-accumulation-in-a-rate-cut-cycle,False,,0,nigeria-equity-strategy-h1-2025-selective-accumulation-in-a-rate-cut-cycle.pdf,nigeria-equity-strategy-h1-2025-selective-accumulation-in-a-rate-cut-cycle,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/access-holdings-q1-2025-strong-trading-income-offsets-loan-loss-provisions.pdf,research_vault,reports/unknown/access-holdings-q1-2025-strong-trading-income-offsets-loan-loss-provisions.pdf,access-holdings-q1-2025-strong-trading-income-offsets-loan-loss-provisions,False,,0,access-holdings-q1-2025-strong-trading-income-offsets-loan-loss-provisions.pdf,access-holdings-q1-2025-strong-trading-income-offsets-loan-loss-provisions,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/mtn-nigeria-fy2024-tariff-reset-sets-up-margin-recovery.pdf,research_vault,reports/unknown/mtn-nigeria-fy2024-tariff-reset-sets-up-margin-recovery.pdf,mtn-nigeria-fy2024-tariff-reset-sets-up-margin-recovery,False,,0,mtn-nigeria-fy2024-tariff-reset-sets-up-margin-recovery.pdf,mtn-nigeria-fy2024-tariff-reset-sets-up-margin-recovery,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/airtel-africa-q3-2025-mobile-money-momentum-and-fx-translation-relief.pdf,research_vault,reports/unknown/airtel-africa-q3-2025-mobile-money-momentum-and-fx-translation-relief.pdf,airtel-africa-q3-2025-mobile-money-momentum-and-fx-translation-relief,False,,0,airtel-africa-q3-2025-mobile-money-momentum-and-fx-translation-relief.pdf,airtel-africa-q3-2025-mobile-money-momentum-and-fx-translation-relief,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigeria-macro-chartbook-may-2025-inflation-fx-and-policy-rates.pdf,research_vault,reports/unknown/nigeria-macro-chartbook-may-2025-inflation-fx-and-policy-rates.pdf,nigeria-macro-chartbook-may-2025-inflation-fx-and-policy-rates,False,,0,nigeria-macro-chartbook-may-2025-inflation-fx-and-policy-rates.pdf,nigeria-macro-chartbook-may-2025-inflation-fx-and-policy-rates,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigeria-equity-strategy-q2-2025-banks-telecoms-and-quality-cyclicals.pdf,research_vault,reports/unknown/nigeria-equity-strategy-q2-2025-banks-telecoms-and-quality-cyclicals.pdf,nigeria-equity-strategy-q2-2025-banks-telecoms-and-quality-cyclicals,False,,0,nigeria-equity-strategy-q2-2025-banks-telecoms-and-quality-cyclicals.pdf,nigeria-equity-strategy-q2-2025-banks-telecoms-and-quality-cyclicals,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/paramount-index-april-2025-telecoms-re-rating-extends-rally.pdf,research_vault,reports/unknown/paramount-index-april-2025-telecoms-re-rating-extends-rally.pdf,paramount-index-april-2025-telecoms-re-rating-extends-rally,False,,0,paramount-index-april-2025-telecoms-re-rating-extends-rally.pdf,paramount-index-april-2025-telecoms-re-rating-extends-rally,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/ngx-market-strategy-may-2025-liquidity-rotation-into-large-caps.pdf,research_vault,reports/unknown/ngx-market-strategy-may-2025-liquidity-rotation-into-large-caps.pdf,ngx-market-strategy-may-2025-liquidity-rotation-into-large-caps,False,,0,ngx-market-strategy-may-2025-liquidity-rotation-into-large-caps.pdf,ngx-market-strategy-may-2025-liquidity-rotation-into-large-caps,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigeria-telecoms-sector-2025-data-pricing-and-tower-cost-pass-through.pdf,research_vault,reports/unknown/nigeria-telecoms-sector-2025-data-pricing-and-tower-cost-pass-through.pdf,nigeria-telecoms-sector-2025-data-pricing-and-tower-cost-pass-through,False,,0,nigeria-telecoms-sector-2025-data-pricing-and-tower-cost-pass-through.pdf,nigeria-telecoms-sector-2025-data-pricing-and-tower-cost-pass-through,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/mtn-nigeria-rights-issue-preview-balance-sheet-repair-in-focus.pdf,research_vault,reports/unknown/mtn-nigeria-rights-issue-preview-balance-sheet-repair-in-focus.pdf,mtn-nigeria-rights-issue-preview-balance-sheet-repair-in-focus,False,,0,mtn-nigeria-rights-issue-preview-balance-sheet-repair-in-focus.pdf,mtn-nigeria-rights-issue-preview-balance-sheet-repair-in-focus,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/airtel-africa-nigeria-data-growth-offsets-voice-maturity.pdf,research_vault,reports/unknown/airtel-africa-nigeria-data-growth-offsets-voice-maturity.pdf,airtel-africa-nigeria-data-growth-offsets-voice-maturity,False,,0,airtel-africa-nigeria-data-growth-offsets-voice-maturity.pdf,airtel-africa-nigeria-data-growth-offsets-voice-maturity,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/cbn-policy-watch-may-2025-rate-plateau-before-easing.pdf,research_vault,reports/unknown/cbn-policy-watch-may-2025-rate-plateau-before-easing.pdf,cbn-policy-watch-may-2025-rate-plateau-before-easing,False,,0,cbn-policy-watch-may-2025-rate-plateau-before-easing.pdf,cbn-policy-watch-may-2025-rate-plateau-before-easing,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigeria-consumer-inflation-tracker-april-2025-food-prices-finally-cool.pdf,research_vault,reports/unknown/nigeria-consumer-inflation-tracker-april-2025-food-prices-finally-cool.pdf,nigeria-consumer-inflation-tracker-april-2025-food-prices-finally-cool,False,,0,nigeria-consumer-inflation-tracker-april-2025-food-prices-finally-cool.pdf,nigeria-consumer-inflation-tracker-april-2025-food-prices-finally-cool,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/paramount-index-q1-2025-review-rebalancing-and-constituent-weights.pdf,research_vault,reports/unknown/paramount-index-q1-2025-review-rebalancing-and-constituent-weights.pdf,paramount-index-q1-2025-review-rebalancing-and-constituent-weights,False,,0,paramount-index-q1-2025-review-rebalancing-and-constituent-weights.pdf,paramount-index-q1-2025-review-rebalancing-and-constituent-weights,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/ngx-earnings-season-preview-q2-2025-profit-quality-over-fx-gains.pdf,research_vault,reports/unknown/ngx-earnings-season-preview-q2-2025-profit-quality-over-fx-gains.pdf,ngx-earnings-season-preview-q2-2025-profit-quality-over-fx-gains,False,,0,ngx-earnings-season-preview-q2-2025-profit-quality-over-fx-gains.pdf,ngx-earnings-season-preview-q2-2025-profit-quality-over-fx-gains,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/telecom-tariff-review-revenue-uplift-versus-subscriber-elasticity.pdf,research_vault,reports/unknown/telecom-tariff-review-revenue-uplift-versus-subscriber-elasticity.pdf,telecom-tariff-review-revenue-uplift-versus-subscriber-elasticity,False,,0,telecom-tariff-review-revenue-uplift-versus-subscriber-elasticity.pdf,telecom-tariff-review-revenue-uplift-versus-subscriber-elasticity,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigeria-macro-outlook-h2-2025-oil-receipts-fx-stability-and-rates.pdf,research_vault,reports/unknown/nigeria-macro-outlook-h2-2025-oil-receipts-fx-stability-and-rates.pdf,nigeria-macro-outlook-h2-2025-oil-receipts-fx-stability-and-rates,False,,0,nigeria-macro-outlook-h2-2025-oil-receipts-fx-stability-and-rates.pdf,nigeria-macro-outlook-h2-2025-oil-receipts-fx-stability-and-rates,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/market-strategy-note-positioning-for-a-lower-inflation-print.pdf,research_vault,reports/unknown/market-strategy-note-positioning-for-a-lower-inflation-print.pdf,market-strategy-note-positioning-for-a-lower-inflation-print,False,,0,market-strategy-note-positioning-for-a-lower-inflation-print.pdf,market-strategy-note-positioning-for-a-lower-inflation-print,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/zenith-bank-fy2024-record-profit-recapitalisation-progress-assessed.pdf,research_vault,reports/unknown/zenith-bank-fy2024-record-profit-recapitalisation-progress-assessed.pdf,zenith-bank-fy2024-record-profit-recapitalisation-progress-assessed,False,,0,zenith-bank-fy2024-record-profit-recapitalisation-progress-assessed.pdf,zenith-bank-fy2024-record-profit-recapitalisation-progress-assessed,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/gtco-q1-2025-pan-african-expansion-weighing-on-near-term-returns.pdf,research_vault,reports/unknown/gtco-q1-2025-pan-african-expansion-weighing-on-near-term-returns.pdf,gtco-q1-2025-pan-african-expansion-weighing-on-near-term-returns,False,,0,gtco-q1-2025-pan-african-expansion-weighing-on-near-term-returns.pdf,gtco-q1-2025-pan-african-expansion-weighing-on-near-term-returns,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigerian-banking-sector-post-recapitalisation-landscape-2025.pdf,research_vault,reports/unknown/nigerian-banking-sector-post-recapitalisation-landscape-2025.pdf,nigerian-banking-sector-post-recapitalisation-landscape-2025,False,,0,nigerian-banking-sector-post-recapitalisation-landscape-2025.pdf,nigerian-banking-sector-post-recapitalisation-landscape-2025,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fgn-bond-auction-review-april-2025-demand-outpaces-supply.pdf,research_vault,reports/unknown/fgn-bond-auction-review-april-2025-demand-outpaces-supply.pdf,fgn-bond-auction-review-april-2025-demand-outpaces-supply,False,,0,fgn-bond-auction-review-april-2025-demand-outpaces-supply.pdf,fgn-bond-auction-review-april-2025-demand-outpaces-supply,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fixed-income-strategy-q2-2025-duration-extension-warranted.pdf,research_vault,reports/unknown/fixed-income-strategy-q2-2025-duration-extension-warranted.pdf,fixed-income-strategy-q2-2025-duration-extension-warranted,False,,0,fixed-income-strategy-q2-2025-duration-extension-warranted.pdf,fixed-income-strategy-q2-2025-duration-extension-warranted,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/access-holdings-fy2024-full-year-earnings-review.pdf,research_vault,reports/unknown/access-holdings-fy2024-full-year-earnings-review.pdf,access-holdings-fy2024-full-year-earnings-review,False,,0,access-holdings-fy2024-full-year-earnings-review.pdf,access-holdings-fy2024-full-year-earnings-review,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/cbn-mpc-july-2025-hold-decision-and-what-it-signals-for-banks.pdf,research_vault,reports/unknown/cbn-mpc-july-2025-hold-decision-and-what-it-signals-for-banks.pdf,cbn-mpc-july-2025-hold-decision-and-what-it-signals-for-banks,False,,0,cbn-mpc-july-2025-hold-decision-and-what-it-signals-for-banks.pdf,cbn-mpc-july-2025-hold-decision-and-what-it-signals-for-banks,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/insurance-sector-2025-naicom-s-recapitalisation-drive-gathers-pace.pdf,research_vault,reports/unknown/insurance-sector-2025-naicom-s-recapitalisation-drive-gathers-pace.pdf,insurance-sector-2025-naicom-s-recapitalisation-drive-gathers-pace,False,,0,insurance-sector-2025-naicom-s-recapitalisation-drive-gathers-pace.pdf,insurance-sector-2025-naicom-s-recapitalisation-drive-gathers-pace,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/uba-fy2024-cross-border-earnings-and-capital-plan-assessed.pdf,research_vault,reports/unknown/uba-fy2024-cross-border-earnings-and-capital-plan-assessed.pdf,uba-fy2024-cross-border-earnings-and-capital-plan-assessed,False,,0,uba-fy2024-cross-border-earnings-and-capital-plan-assessed.pdf,uba-fy2024-cross-border-earnings-and-capital-plan-assessed,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/stanbic-ibtc-q1-2025-wealth-and-pension-fees-support-roe.pdf,research_vault,reports/unknown/stanbic-ibtc-q1-2025-wealth-and-pension-fees-support-roe.pdf,stanbic-ibtc-q1-2025-wealth-and-pension-fees-support-roe,False,,0,stanbic-ibtc-q1-2025-wealth-and-pension-fees-support-roe.pdf,stanbic-ibtc-q1-2025-wealth-and-pension-fees-support-roe,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fbn-holdings-fy2024-clean-up-costs-fade-as-capital-raise-nears.pdf,research_vault,reports/unknown/fbn-holdings-fy2024-clean-up-costs-fade-as-capital-raise-nears.pdf,fbn-holdings-fy2024-clean-up-costs-fade-as-capital-raise-nears,False,,0,fbn-holdings-fy2024-clean-up-costs-fade-as-capital-raise-nears.pdf,fbn-holdings-fy2024-clean-up-costs-fade-as-capital-raise-nears,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fidelity-bank-q1-2025-loan-growth-strong-funding-cost-rising.pdf,research_vault,reports/unknown/fidelity-bank-q1-2025-loan-growth-strong-funding-cost-rising.pdf,fidelity-bank-q1-2025-loan-growth-strong-funding-cost-rising,False,,0,fidelity-bank-q1-2025-loan-growth-strong-funding-cost-rising.pdf,fidelity-bank-q1-2025-loan-growth-strong-funding-cost-rising,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fcmb-group-2025-outlook-sme-lending-and-digital-deposit-gains.pdf,research_vault,reports/unknown/fcmb-group-2025-outlook-sme-lending-and-digital-deposit-gains.pdf,fcmb-group-2025-outlook-sme-lending-and-digital-deposit-gains,False,,0,fcmb-group-2025-outlook-sme-lending-and-digital-deposit-gains.pdf,fcmb-group-2025-outlook-sme-lending-and-digital-deposit-gains,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/wema-bank-q1-2025-alat-growth-meets-recapitalisation-needs.pdf,research_vault,reports/unknown/wema-bank-q1-2025-alat-growth-meets-recapitalisation-needs.pdf,wema-bank-q1-2025-alat-growth-meets-recapitalisation-needs,False,,0,wema-bank-q1-2025-alat-growth-meets-recapitalisation-needs.pdf,wema-bank-q1-2025-alat-growth-meets-recapitalisation-needs,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fgn-bond-auction-review-may-2025-stop-rates-edge-lower.pdf,research_vault,reports/unknown/fgn-bond-auction-review-may-2025-stop-rates-edge-lower.pdf,fgn-bond-auction-review-may-2025-stop-rates-edge-lower,False,,0,fgn-bond-auction-review-may-2025-stop-rates-edge-lower.pdf,fgn-bond-auction-review-may-2025-stop-rates-edge-lower,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/t-bill-auction-review-liquidity-surge-compresses-yields.pdf,research_vault,reports/unknown/t-bill-auction-review-liquidity-surge-compresses-yields.pdf,t-bill-auction-review-liquidity-surge-compresses-yields,False,,0,t-bill-auction-review-liquidity-surge-compresses-yields.pdf,t-bill-auction-review-liquidity-surge-compresses-yields,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigerian-banks-q1-2025-scorecard-roe-normalises-after-fx-gains.pdf,research_vault,reports/unknown/nigerian-banks-q1-2025-scorecard-roe-normalises-after-fx-gains.pdf,nigerian-banks-q1-2025-scorecard-roe-normalises-after-fx-gains,False,,0,nigerian-banks-q1-2025-scorecard-roe-normalises-after-fx-gains.pdf,nigerian-banks-q1-2025-scorecard-roe-normalises-after-fx-gains,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/bank-recapitalisation-tracker-may-2025-rights-issues-and-m-a-watch.pdf,research_vault,reports/unknown/bank-recapitalisation-tracker-may-2025-rights-issues-and-m-a-watch.pdf,bank-recapitalisation-tracker-may-2025-rights-issues-and-m-a-watch,False,,0,bank-recapitalisation-tracker-may-2025-rights-issues-and-m-a-watch.pdf,bank-recapitalisation-tracker-may-2025-rights-issues-and-m-a-watch,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fixed-income-weekly-system-liquidity-drives-bullish-momentum.pdf,research_vault,reports/unknown/fixed-income-weekly-system-liquidity-drives-bullish-momentum.pdf,fixed-income-weekly-system-liquidity-drives-bullish-momentum,False,,0,fixed-income-weekly-system-liquidity-drives-bullish-momentum.pdf,fixed-income-weekly-system-liquidity-drives-bullish-momentum,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/insurance-earnings-preview-q1-2025-underwriting-discipline-returns.pdf,research_vault,reports/unknown/insurance-earnings-preview-q1-2025-underwriting-discipline-returns.pdf,insurance-earnings-preview-q1-2025-underwriting-discipline-returns,False,,0,insurance-earnings-preview-q1-2025-underwriting-discipline-returns.pdf,insurance-earnings-preview-q1-2025-underwriting-discipline-returns,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/pension-sector-2025-asset-allocation-under-high-yield-conditions.pdf,research_vault,reports/unknown/pension-sector-2025-asset-allocation-under-high-yield-conditions.pdf,pension-sector-2025-asset-allocation-under-high-yield-conditions,False,,0,pension-sector-2025-asset-allocation-under-high-yield-conditions.pdf,pension-sector-2025-asset-allocation-under-high-yield-conditions,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/cbn-liquidity-tightening-implications-for-bank-nims.pdf,research_vault,reports/unknown/cbn-liquidity-tightening-implications-for-bank-nims.pdf,cbn-liquidity-tightening-implications-for-bank-nims,False,,0,cbn-liquidity-tightening-implications-for-bank-nims.pdf,cbn-liquidity-tightening-implications-for-bank-nims,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/tier-one-banks-valuation-update-capital-strength-at-a-premium.pdf,research_vault,reports/unknown/tier-one-banks-valuation-update-capital-strength-at-a-premium.pdf,tier-one-banks-valuation-update-capital-strength-at-a-premium,False,,0,tier-one-banks-valuation-update-capital-strength-at-a-premium.pdf,tier-one-banks-valuation-update-capital-strength-at-a-premium,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/fgn-eurobond-strategy-2025-oil-prices-and-sovereign-spread-compression.pdf,research_vault,reports/unknown/fgn-eurobond-strategy-2025-oil-prices-and-sovereign-spread-compression.pdf,fgn-eurobond-strategy-2025-oil-prices-and-sovereign-spread-compression,False,,0,fgn-eurobond-strategy-2025-oil-prices-and-sovereign-spread-compression.pdf,fgn-eurobond-strategy-2025-oil-prices-and-sovereign-spread-compression,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/dangote-cement-q1-2025-volume-softness-offset-by-export-revenue.pdf,research_vault,reports/unknown/dangote-cement-q1-2025-volume-softness-offset-by-export-revenue.pdf,dangote-cement-q1-2025-volume-softness-offset-by-export-revenue,False,,0,dangote-cement-q1-2025-volume-softness-offset-by-export-revenue.pdf,dangote-cement-q1-2025-volume-softness-offset-by-export-revenue,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/bua-cement-fy2024-capacity-expansion-and-pricing-power-intact.pdf,research_vault,reports/unknown/bua-cement-fy2024-capacity-expansion-and-pricing-power-intact.pdf,bua-cement-fy2024-capacity-expansion-and-pricing-power-intact,False,,0,bua-cement-fy2024-capacity-expansion-and-pricing-power-intact.pdf,bua-cement-fy2024-capacity-expansion-and-pricing-power-intact,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/lafarge-africa-q3-2024-margin-compression-under-fx-pressure.pdf,research_vault,reports/unknown/lafarge-africa-q3-2024-margin-compression-under-fx-pressure.pdf,lafarge-africa-q3-2024-margin-compression-under-fx-pressure,False,,0,lafarge-africa-q3-2024-margin-compression-under-fx-pressure.pdf,lafarge-africa-q3-2024-margin-compression-under-fx-pressure,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigerian-cement-sector-2025-infrastructure-spend-the-key-catalyst.pdf,research_vault,reports/unknown/nigerian-cement-sector-2025-infrastructure-spend-the-key-catalyst.pdf,nigerian-cement-sector-2025-infrastructure-spend-the-key-catalyst,False,,0,nigerian-cement-sector-2025-infrastructure-spend-the-key-catalyst.pdf,nigerian-cement-sector-2025-infrastructure-spend-the-key-catalyst,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/dangote-refinery-impact-on-upstream-a-cement-lens.pdf,research_vault,reports/unknown/dangote-refinery-impact-on-upstream-a-cement-lens.pdf,dangote-refinery-impact-on-upstream-a-cement-lens,False,,0,dangote-refinery-impact-on-upstream-a-cement-lens.pdf,dangote-refinery-impact-on-upstream-a-cement-lens,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/cement-volume-outlook-infrastructure-pipeline-and-housing-demand.pdf,research_vault,reports/unknown/cement-volume-outlook-infrastructure-pipeline-and-housing-demand.pdf,cement-volume-outlook-infrastructure-pipeline-and-housing-demand,False,,0,cement-volume-outlook-infrastructure-pipeline-and-housing-demand.pdf,cement-volume-outlook-infrastructure-pipeline-and-housing-demand,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/dangote-cement-fy2024-export-mix-and-energy-efficiency-drive-margins.pdf,research_vault,reports/unknown/dangote-cement-fy2024-export-mix-and-energy-efficiency-drive-margins.pdf,dangote-cement-fy2024-export-mix-and-energy-efficiency-drive-margins,False,,0,dangote-cement-fy2024-export-mix-and-energy-efficiency-drive-margins.pdf,dangote-cement-fy2024-export-mix-and-energy-efficiency-drive-margins,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/bua-cement-q1-2025-sokoto-line-ramp-up-supports-volume.pdf,research_vault,reports/unknown/bua-cement-q1-2025-sokoto-line-ramp-up-supports-volume.pdf,bua-cement-q1-2025-sokoto-line-ramp-up-supports-volume,False,,0,bua-cement-q1-2025-sokoto-line-ramp-up-supports-volume.pdf,bua-cement-q1-2025-sokoto-line-ramp-up-supports-volume,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/lafarge-africa-fy2024-deleveraging-improves-dividend-capacity.pdf,research_vault,reports/unknown/lafarge-africa-fy2024-deleveraging-improves-dividend-capacity.pdf,lafarge-africa-fy2024-deleveraging-improves-dividend-capacity,False,,0,lafarge-africa-fy2024-deleveraging-improves-dividend-capacity.pdf,lafarge-africa-fy2024-deleveraging-improves-dividend-capacity,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/cement-price-tracker-may-2025-stability-after-q1-adjustments.pdf,research_vault,reports/unknown/cement-price-tracker-may-2025-stability-after-q1-adjustments.pdf,cement-price-tracker-may-2025-stability-after-q1-adjustments,False,,0,cement-price-tracker-may-2025-stability-after-q1-adjustments.pdf,cement-price-tracker-may-2025-stability-after-q1-adjustments,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/nigerian-cement-sector-h1-2025-fx-relief-and-coal-cost-moderation.pdf,research_vault,reports/unknown/nigerian-cement-sector-h1-2025-fx-relief-and-coal-cost-moderation.pdf,nigerian-cement-sector-h1-2025-fx-relief-and-coal-cost-moderation,False,,0,nigerian-cement-sector-h1-2025-fx-relief-and-coal-cost-moderation.pdf,nigerian-cement-sector-h1-2025-fx-relief-and-coal-cost-moderation,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/dangote-cement-valuation-update-premium-multiples-still-defensible.pdf,research_vault,reports/unknown/dangote-cement-valuation-update-premium-multiples-still-defensible.pdf,dangote-cement-valuation-update-premium-multiples-still-defensible,False,,0,dangote-cement-valuation-update-premium-multiples-still-defensible.pdf,dangote-cement-valuation-update-premium-multiples-still-defensible,Discovered on disk,missing,
physical_folder_scan,report,uploads/reports/demo/bua-cement-valuation-update-growth-priced-in-execution-key.pdf,research_vault,reports/unknown/bua-cement-valuation-update-growth-priced-in-execution-key.pdf,bua-cement-valuation-update-growth-priced-in-execution-key,False,,0,bua-cement-valuation-update-growth-priced-in-execution-key.pdf,bua-cement-valuation-update-growth-priced-in-execution-key,Discovered on disk,missing,
